material_id,pretty_formula,diel.poly_total,diel.poly_electronic
mp-1224848,GaAgSnSe4,11.943132666666502,8.73232066666657
mp-11007,CaPSe3,12.934790333333334,6.958957000000001
mp-29405,RbSnI3,22.739121333333333,4.843678333333333
mp-5830,Na3AsS3,11.427922333333335,4.458379
mp-17524,GeAs2,13.911666666666667,13.120666666666665
mp-774361,Li2Mn3F8,5.962960333333332,2.151682999999999
mp-758280,Li2V3(CO3)6,11.72846866666667,3.7792893333333333
mp-8376,MgAlBO4,8.471129333333332,2.9526149999999998
mp-7147,KCrP2S7,12.740680000000003,5.261460333333334
mp-1029773,Ca2TaN3,29.526178333333338,6.211280666666666
mp-1222080,MgCd(CO3)2,8.244387333333355,3.0663000000000156
mp-569501,LiCaBi,21.48213433333333,12.943220333333334
mp-570172,HgIBr,10.782411274393725,3.6850849999999866
mp-861938,KLaSiS4,11.201184666666668,4.437937666666667
mp-560688,K4V5CdClO15,15.736785666666668,3.405917333333333
mp-27630,CrCl3,5.326999999934322,4.023000000007641
mp-15492,DyTa7O19,45.19008800003419,5.568321333333336
mp-18984,Na2ZrNi(P2O7)2,10.013578666666668,2.958475
mp-6721,Sr3LiRuO6,18.714393666666673,6.183572666666595
mp-4008,ZnGeAs2,19.581735999999996,17.781104999999997
mp-568662,BaCl2,8.080626999999877,2.8685109999999967
mp-764607,LiV(TeO4)3,19.75830333333333,4.958875333333332
mp-766442,FePO4,5.636456333333332,2.9798929999999992
mp-8280,Ba(MgAs)2,17.0018373333336,9.464481333333335
mp-19752,FePO4,6.477727666661514,3.0684726666666684
mp-626720,BaH4O3,9.657869333333332,2.7858299999999994
mp-2097,SnO,18.664627333333335,7.291434333333335
mp-18875,MgWO4,14.005192666666664,4.274005333333333
mp-24546,MgH2(SeO4)2,5.31,2.6653333333333333
mp-13660,Ca4Sb2O,35.0878206668186,9.138592666666648
mp-755622,V2CoO6,9.670037666666664,4.670822333333312
mvc-7040,Re2O7,3.1937929999999994,2.510033333333333
mp-1103379,Cs2SnSe3,9.418997666666668,4.006685333333333
mp-6013,KTa(CuSe2)2,23.998817666666664,5.643829
mp-763609,Li4Mn5O10,11.648654666666667,5.617327666666667
mp-30927,CsAs4F13,11.906730333333284,2.278578999999993
mp-23736,LiMgH3,10.675409333332452,3.9387379999999905
mp-23973,KMnPH2O5,8.122332333333333,2.6594079999999996
mp-761219,Na8TiO6,10.669166333333335,3.062413
mp-6126,LiCdBO3,7.750152333333314,3.3314353333333098
mp-19799,BaPbF6,11.592690333333609,2.6035736666666214
mp-561410,LiFeMoClO4,9.007582333333332,3.4385219999999994
mp-6325,Ba3MgTa2O9,32.060922317755775,4.574469333324521
mp-6799,LiCa4(BN2)3,15.218028333333239,4.386500666666662
mp-27828,Cs2TiCl6,8.653849000003959,2.9793200000000213
mp-1009085,BeSiP2,10.630907333333333,9.474666333333333
mp-6138,Na2TiSiO5,9.577105666666666,3.2117186666666675
mp-550998,TiZn(BiO3)2,22.700521666666663,6.265704333333332
mp-13277,BaLiP,29.723749666666652,8.788002000000013
mp-554138,Pr2SbO5F,21.778153333333332,4.370950666666666
mp-29829,LiAuS,10.806735333333314,6.640974666666647
mp-757889,LiSn(PO3)3,6.399304666666667,2.4332863333333337
mp-23651,Na4Al3Ge3IO12,5.731621333333332,2.565235999999999
mp-28020,AlCuCl4,4.874817333333334,2.959383666666667
mp-753256,Fe4O3F5,12.740069,4.097822
mp-28719,Ba(AuF4)2,6.430311333333333,2.6101646666666665
mp-558830,ZnTeMoO6,16.724285666666663,4.733013000000001
mp-753408,KLiCoO2,11.119948062859885,3.684535037508431
mvc-5693,MoWO6,39.78705929396259,6.280203659490499
mp-643902,SnH4(NF)2,6.1576666666666675,2.812
mp-16452,BaLa2ZnS5,23.718830333333326,6.825261333333331
mp-1189791,Y2Te3,19.943214333333334,9.327653999999997
mp-772261,LaAsO4,12.345732000000003,3.6253620000000004
mp-16031,Sn3N4,18.377999999891273,9.555666666725983
mp-557761,KBa4Sb3O,17.015958666666638,7.9602899999999535
mp-864638,Ba2InBiS5,27.791666666666668,6.664316666666667
mp-754648,Li2MnF6,6.411624,2.3468853333333333
mp-3881,BaZnF4,25.159322,2.500389333333333
mp-765230,LiVOF3,9.746273,3.2012886666666667
mp-867695,Li2WS4,4.056059999999999,3.237091666666666
mp-625075,AlHO2,11.133998000000004,2.829600000000001
mp-1215558,ZnAg2GeS4,10.624221,7.40794
mp-8013,KRuF6,7.200462999995092,2.399695666666671
mp-6088,LaCuSO,24.856891333333333,7.3504650000000025
mp-558200,SiO2,4.244568999999999,2.3209283333333333
mp-8014,RbRuF6,5.975298666655753,2.351337666666699
mp-568436,Sr7GeN6,16.448408,6.6844790000000005
mp-1030015,Mg3WN4,9.418514333333334,5.169510000000001
mp-761711,Li4V3SiO10,7.376848333333332,3.4507966666666667
mp-1001034,Mg(InSe2)2,14.302810999999993,7.788892666666665
mp-707532,NaH8SeNO6,5.090202,2.2866750000000002
mp-550959,KNiIO6,8.632125666655265,4.964837999999994
mp-862947,Ba2BiAu,37.15873333333335,22.219633000000016
mp-1541180,ZnNiF6,7.639303666666561,4.3487509999999805
mp-30086,GeCl4,2.5639999999999996,2.167666666666666
mp-23321,Sr4Cl6O,9.135813333333203,3.0421173333333367
mp-28471,Li3AsS3,10.927986333333331,4.923487333333333
mp-626449,PH3O4,5.906666666666666,2.3083333333333336
mp-23879,Ca(HO)2,8.480348666666735,2.6479590000000472
mp-561048,K3VSO3,7.701111999999999,2.9694483333333337
mp-634410,NaN3,44.59023044061204,2.7052702309459877
mp-1080625,Sr2LiReO6,24.635554999999993,4.770026333333395
mp-16577,Li2CaHfF8,8.070008,2.283422333333333
mp-2245,Si3N4,8.151321666666833,4.281871666666657
mp-28792,P4N3Cl11,6.05137633333775,2.9068939999999905
mp-23887,MgH12SO9,4.999333333329243,2.3229999999903983
mp-567885,C3N4,5.909969000006787,4.301385333333346
mp-14730,NaSiSbO5,9.944890666666668,2.9082149999999998
mp-4598,Sr4PtO6,16.35857766666667,4.619728999999995
mp-17833,Ba3GeO,38.19428,16.270793
mp-19329,Na2V(PO4)2,12.986183000000002,2.7035500000000003
mp-557,TeO2,24.466016666666665,5.630099333333334
mp-23406,Cs2PtCl6,7.052707999977706,2.9039326666666674
mp-1029522,Li7SbN4,11.244248000000004,4.904277000000003
mp-856,SnO2,12.5922480446129,4.731193185747636
mp-20305,InAs,20.44379833362459,17.290701999999694
mp-1009129,MgO,13.988177667178618,3.470689666737394
mp-24375,TlH4NCl4,5.899325333333333,2.8579226666666666
mp-767722,VFe(P2O7)2,12.973161333333335,4.2874386666666675
mp-1029733,Sr3Al3N5,11.565952000000001,5.393177666666667
mp-961675,ScNiP,19.874223000000036,16.430184000000036
mp-32310,Ba3Ta2NiO9,29.729291334514013,4.826504333459291
mp-755559,LiNbO3,21.038661658507568,4.490402129998043
mp-560387,Cs2Al2P2O9,7.186951333333333,2.4363609999999998
mp-406,CdTe,12.82017200000002,9.309292000000019
mp-505212,Cs3AuO,15.94423666666666,4.322843666666682
mp-17650,KGaS2,19.45946500080116,4.231534666666721
mp-555514,OsOF5,3.415748333333333,2.5945033333333334
mp-768240,BaY2F8,11.493267333333336,2.5374943333333335
mp-22186,In6Ge2PtO9,22.9563659999999,7.389160999999965
mp-768221,YBiO3,47.5843113333313,5.558068333333332
mp-540922,CrTe3,22.269666666666666,20.805333333333333
mp-561118,ZnS,9.243666666666797,5.878333333333416
mp-3839,GaCuTe2,17.151372000000006,15.013390333333335
mp-13336,RbSc5Te8,24.897406333333333,10.740740666666674
mp-989194,SnBrCl,26.203100000000003,5.941128666666668
mp-642725,CaHClO,7.650976999999912,2.8798390000000023
mp-5504,BaCO3,8.004854333333332,2.760840333333334
mp-40226,Na4Ga3Si3IO12,5.617655333333334,2.5724319999999996
mp-11869,HfSnPd,23.672779666666642,19.458673999999977
mp-15339,Sr3As4,18.905999999944726,11.66733333333174
mp-2809,Sb2S3,56.35946666666667,11.211396666666667
mp-886,Ga2O3,12.218692000000038,4.146113333333354
mp-569410,PCl5,6.183333333333351,3.304000000000013
mp-556544,LiAlSiO4,5.502551999999999,2.5316643333333335
mp-644129,KNiPH2O5,7.606630666666667,2.7471653333333332
mp-19182,Ba2CaWO6,24.93481966666673,4.332814000000011
mp-557728,KCu4AsS4,12.346043666666667,8.207495999999999
mp-14070,RbAlO2,24.01298266666836,2.792722333333344
mp-10246,Na2PtS2,12.170251,6.243382
mp-8267,KPS3,13.059666666599673,3.7420000000152247
mp-555342,Na2CaSiO4,32.44005333333333,2.8266750000000003
mp-642834,BaH5ClO3,7.451850333333333,2.631317666666666
mp-554737,CsAu2F7,5.030616999999989,2.505442666666642
mp-28782,Na3PS4,11.080689666666666,4.079644666666667
mp-8194,Ba2GeP2,19.65944466666667,10.736407333333332
mp-757199,Li4MnNb2WO12,46.89706933333334,6.9134590000000005
mp-559724,Ta4S9Br8,4.378300333333351,3.698824666666684
mp-6973,CsNaS,9.703111999999999,3.8438083333333317
mp-1541531,CaMnF6,5.647153368742729,2.3880503570757976
mp-8686,Na3AsSe3,11.660322333333331,5.357672999999999
mp-6628,CsCd(NO2)3,7.5424703332850145,2.9771016666666754
mp-23104,Pb2ClOF,29.38981633333333,4.567829666666669
mp-971712,ZnCdS2,9.869845666666668,6.027357666666667
mp-997586,La7YAl8O24,31.919000000000022,4.668000000000005
mp-9628,KCdF3,9.351034,2.325843666666666
mp-757956,LiP2WO7,6.920569,3.027454
mp-38951,Mg(GaO2)2,11.090577666666666,3.9105353333333333
mp-19302,NaCaVO4,12.056518000000013,3.3050473333333437
mp-1228141,Ba3CaTa2O9,56.56366800000004,4.537833000000002
mp-8830,NaRhO2,10.992977666647676,6.923034666666685
mp-753740,CrO3,24.853993333333335,4.7547723333333325
mp-17265,Sr2CuGe2O7,14.732790333333332,6.395538333333332
mp-767779,VCr(P2O7)2,11.781941666666667,4.291955333333333
mp-9427,NaYP2O7,7.726171000000001,2.606441333333333
mp-626448,H4SO5,5.099638999999999,2.2384729999999995
mp-552623,Na4CO4,12.653427998473497,2.8376276667457536
mp-7094,ReAgO4,10.30342022218842,4.281004833959819
mp-1205833,Ba2NbRhO6,27.718865000000022,7.704161
mp-1024047,Na6ZnSe4,10.025711170601014,4.50784799834133
mp-755803,Li2AlFeO4,8.460006999999997,3.708369666666666
mp-541291,Na3MoN3,14.849223666666672,5.106876666666668
mp-755802,K2MgO2,11.575826333333334,2.961911333333333
mp-754000,Li2VF5,7.441737267064577,2.286476011609272
mp-39843,K2NaVOF5,8.852485,2.276730666666666
mvc-2858,Mg(SbO2)4,14.518222955196789,4.217703193079007
mp-567931,InSiTe3,19.825532000023912,12.547322333333346
mp-16992,NaAg3S2,16.146218666666623,7.329747666666665
mp-549158,InCuO2,8.960567333330102,5.50239866666669
mp-33551,LiFe5O8,15.55991466666577,5.406340000000021
mp-7258,K4SnO4,8.050029,2.8366466666666668
mp-1209088,RbYBeF6,7.4280626666666665,2.200295666666667
mp-16252,BaCaGe,42.30233333333333,22.157999999999998
mp-643069,Li2HIO,4.904534333333333,2.746185333333333
mp-756728,Li6VCrP2(CO7)2,9.053363,2.7781746666666662
mp-12171,K6MgO4,10.105807000052813,3.2013519999999915
mp-995215,CsSrSiHO4,8.959918333333333,2.957087
mp-760418,Ba2SrI6,13.753420666675988,4.438113666666664
mp-510268,Cs2Pd3S4,10.493808521564025,6.134804890655473
mp-9062,RbS,6.263925999994787,3.0414346666666763
mp-863707,KNa2Bi,29.20594566666666,17.72046699999999
mp-570598,SrSi7N10,25.67633533333333,4.207383
mp-5709,Tl3PO4,13.04306666666667,4.033870333333328
mp-28231,Ti2FeO5,30.079153666666667,5.812683666666666
mp-5652,Y2Si2O7,9.25242033333347,3.239176000000104
mp-8978,CsNbN2,27.923224000000726,7.659437999999926
mp-23072,BiBrO,46.77422366666668,5.904757000000001
mp-5858,CdPtF6,5.553644333334009,3.0182530000000205
mp-754369,Na4MgO3,8.388145999999999,3.2600806666666666
mp-9538,Ag3AsS4,11.663085,8.612694
mp-1095485,BaGe(PO4)2,9.638634666666666,2.9548229999999998
mp-1147551,KCuTeO6,11.965738000000036,8.619010333333339
mp-551826,NbTlBr4O,16.666771999999998,4.460515999999999
mp-12903,YAgTe2,20.056619333333334,11.232284000000002
mp-1209478,Rb2Li3GaO4,13.988228999999999,3.0573576666666664
mp-754014,Mn4OF8,8.571707333333334,3.804775
mp-34022,Mg2SnO4,8.755069333333253,3.4869776666666357
mp-30001,Ba16Nb5N19,26.694771333333335,6.76793
mp-8963,Cs2HgF4,12.745862333172068,2.662187000000016
mp-23837,NdH3(CO2)3,7.366052000013661,3.043128666666657
mp-1025396,NbTl3Se4,22.39563,7.7239580000000005
mp-4453,TlNO2,37.17624400012644,4.081228333333331
mp-1228058,Ba3MgTaNbO9,38.01858328512632,4.750857002606145
mp-752844,Li2MnSiO4,6.720307333333333,3.0590230000000003
mp-569030,BeCl2,2.7876113333331975,1.9682346666666648
mp-998591,LiSnCl3,16.03764533334828,3.7764250000000157
mp-27186,MgVO3,6.436621666791393,3.3015233333331993
mp-4175,ZnSnP2,14.833851333333337,12.346318666666669
mp-27904,FeSbS,41.883,27.680666666666667
mp-555318,K2Zn(SiO3)2,8.370126666666666,2.652565666666667
mp-560614,KLiSO4,8.735585333333331,2.1951809999999994
mp-1078724,LiAsSe2,19.80258800000001,12.15208933333332
mp-28035,BaP10,14.186675333333334,9.649608666666667
mp-30539,Y2WO6,17.924779333333333,4.498871333333334
mp-19803,CdIn2O4,11.460737724225519,5.019488395282444
mp-2447,P4Se5,6.804581333333334,5.554070333333333
mp-753694,LiVF6,10.396388,2.189168
mp-14018,K3As,20.158666665373033,13.796333333333436
mp-1205862,RbSrI3,7.7019356666666825,3.2251333333333414
mp-1205567,Y2Br3,9.057482666666665,6.685292333333333
mp-753509,Li3MnOF4,9.729057333333335,3.4193219999999998
mp-1207213,K2LiCuF6,9.726236333333103,2.8184823333331526
mp-2667,CsAu,10.205666666666662,4.990999999999993
mp-1192133,LiBH4,5.684720000000001,2.3862953333333334
mp-867689,LiCuS,24.323059,7.172433999999998
mp-755867,Lu2Sb2O7,27.324350999999997,4.640104000000001
mp-1639,BN,6.978857666666656,4.6166129999999885
mp-1077383,CsAuS,11.050084333333333,4.064867333333333
mp-1013548,Ca3SbN,30.292988666666655,13.848859999999988
mp-23400,In(IO3)3,7.32601666666669,3.7669903333333283
mp-23084,BiPbClO2,32.095593333333035,5.5482249999999524
mp-9781,K3SbS4,8.501501333333334,3.723378333333333
mp-23672,PH6NO4,7.642732,2.3597386666666664
mp-1030153,Te4MoW3S4,1.896387747279116,1.0000000034519994
mp-618177,K2ZnCl4,9.448680000000001,2.4907006666666667
mp-550070,NbBr2O,9.872397146483808,5.319862135690099
mp-617,PtO2,9.29266666672779,7.442666666666907
mp-7929,Rb2PtS2,9.639232333354999,5.287672999999992
mp-6500,KRb2ScF6,8.075948666666667,2.087845
mp-1210275,Na3Sr3GaSb4,17.677195666666645,9.653428333333283
mp-30298,KAsO2,7.301002333333333,3.0553183333333336
mp-998592,RbCaI3,7.880621666666666,3.3889863333333334
mp-942,AuF3,4.8803816666666595,3.4763529999999876
mp-3378,SrHfO3,32.66451266666667,4.3646736666666675
mp-10194,LuSbPt,37.34915500000002,36.19578300000002
mp-1225099,FeAg2Sn3S8,17.26487233324086,11.702151284620799
mp-8249,TlPS3,27.085981333311025,5.243976333333326
mp-1190486,Sr3LiTaO6,21.97950366666659,3.958874333333289
mp-652046,Re3S4Br,7.630666666666666,7.214333333333333
mp-1019525,Ba3ZnB5PO14,9.596666666666666,2.9786776666666666
mp-624483,YbBeF4,6.121296999999999,2.0729926666666665
mp-9755,HfGeO4,17.877648333333326,4.676928999999986
mp-642991,TbH3(CO2)3,7.571467666683408,3.102375666666654
mp-14437,RbYO2,17.52665500000072,3.6781906666666853
mp-2758,SrSe,11.886666666681714,5.177000000000118
mp-29889,Tl2PdCl4,17.180095,4.390415333333334
mp-17400,Ba2TaN3,14.094050999999999,6.236725666666666
mp-761849,Na5Li3Ti5O14,43.12039966666668,4.455589000000001
mp-673798,K3ClO,38.61395566666666,2.904387
mp-570044,NbI4,9.19209,6.8401733333333326
mp-996994,FeAuO2,16.25091000000012,10.258210000000133
mp-1114429,Rb2LiScCl6,14.656546999999485,2.9650089999998315
mp-777541,Fe2OF3,9.265596333333335,3.21045
mp-4024,DyAgTe2,20.219593,11.262915333333334
mp-554818,KTe3O6F,21.07035700000006,4.066847000000002
mp-37405,Al5CuSe8,13.683824666666679,8.70127400000001
mp-561104,Ga(IO3)3,8.921913666667615,4.103499333333326
mp-10165,KAlTe2,9.951749000012045,6.104324333333332
mp-22916,NaBr,7.29833333269423,2.82466666659047
mp-11902,Ba2GeSe4,63.06677533333332,5.881363999999999
mp-1025460,MgZrF6,5.611607000000002,2.0237290000000017
mp-1554,KTe,7.6593173333345,4.90025933333332
mp-673245,CuI,8.029736999999999,6.355339666666666
mp-9687,K2PAu,16.01858566632441,6.641221333333309
mp-7774,Na2SbAu,33.70667500021547,18.05320333333333
mp-554145,Na3SrPCO7,12.590347,2.4629096666666666
mp-34932,CaHN,16.980109666666667,4.575010333333333
mp-867620,LiMnPO4,5.663968,2.63088
mp-625857,Zn(HO)2,5.3135536666666665,2.7199240000000002
mp-27713,VBr2O,19.890330705148745,8.155035803015194
mp-23827,Sr7(H6Cl)2,10.02535733333334,3.878751666666657
mp-1216588,TlInF6,7.426060000000052,2.6112293333333354
mp-766217,Sr4Cu2O7,17.965640333333333,7.949716666666667
mp-706913,BeH8(NO5)2,5.210690333333334,2.127762666666667
mp-757204,LiMnPO4,13.751551333333333,2.988744333333333
mp-1029677,In2(CN2)3,7.935771000000034,4.074829333333331
mp-569454,CdHgAsBr,10.431898000000002,6.4387446666666674
mp-571222,CsBr,6.09382100000012,2.4978700000000083
mp-1027443,Te2Mo3W(SeS2)2,11.71569577034971,1.0000000091011871
mp-23948,Rb3MgH5,9.127109333333332,2.815213333333333
mp-1954,P3N5,10.056034333333333,5.154267333333333
mp-568328,FeP4,30.535376666666668,20.896931333333338
mp-5114,K6HgS4,8.860958666666733,3.790866666666666
mp-1167,CF4,1.9276666666540307,1.6319999999964772
mp-23489,CsIO4,7.5062093333333335,2.5692016666666664
mp-557552,Sr2CuF6,7.079102666666615,2.3989506666666434
mp-11773,Nd3GaO6,16.141243333333332,4.274646
mp-23485,Ag2HgI4,9.070053000000001,5.323829333333333
mp-23309,ScCl3,6.357666666751315,3.0636666667035164
mp-3042,K2SiF6,5.949386999999433,1.8578800000000057
mp-504482,AlInS3,9.719909000011775,5.410647333333329
mp-752893,LiFeSiO4,7.927300333333334,3.5577953333333334
mp-29606,Rb2Zn3O4,10.978668000000019,3.9706103333333327
mp-568116,Lu2(CN2)3,8.967907999997724,3.749930000000026
mp-9750,SbPO5,7.793584666666644,3.2921123333333036
mp-1103152,CsBrF4,7.983974666666701,2.3917633333333463
mp-850274,H2,1.5523333333333333,1.5523333333333333
mp-288,PtS,15.66075166666667,14.463608000000002
mp-643814,Zn2SiH2O5,6.1174290000000004,2.7987556666666666
mp-1016063,CrN2,66.04934566666667,25.612066000000002
mp-779070,Li2NiP2O7,47.339280333333335,2.6969616666666667
mp-7572,MgSO4,7.225280333333345,2.566280333333349
mp-755756,Y2TeO2,26.579976,7.059200999999999
mp-676020,BaCO3,10.827440000000001,2.7146753333333336
mp-22951,BaIF,10.454,3.6493333333333333
mp-24118,H10SO8,15.187628000000002,2.1197800000000004
mp-766173,Sr(RhO2)2,11.601079,6.746828666666667
mp-3056,NaTlO2,15.461026666665285,5.368834666666689
mp-35035,KCN,5.034601420475257,2.0243936368804683
mp-697038,Ba2H6Ru,11.789594000000003,4.429919000000004
mp-17186,Ca3AlAs3,19.46466666666667,9.962666666666669
mp-753815,CaY2O4,14.110381666666663,3.73055933333333
mp-755425,V2P4H3O16,18.707494333333337,4.955487000000001
mp-18320,Mn4Be3Si3TeO12,7.892501666666665,3.6326320000000005
mp-26511,LiNi4(PO4)3,8.707840666666668,3.3887713333333345
mp-4182,CrAgS2,20.752383333285838,12.511907
mp-753861,Li2VF6,8.08314933333319,2.491888333333486
mp-3054,Li2CO3,5.638666666663723,2.369999999996766
mp-3491,NbSbO4,74.87630833333334,6.138067
mp-697139,PHN2,6.845286333333333,3.7427196666666664
mp-22984,NaBiO2,19.258134000000016,5.424548666666671
mp-1029293,CsVN2,74.33247633333332,18.97300233333333
mp-18572,KEr(PO3)4,7.722117,2.6772473333333333
mp-1189054,Sr3(GaAs2)2,21.011107666666668,10.942327999999998
mp-5449,Na2Ti6O13,44.89476000000002,5.305844000000014
mp-28671,ZrTe2Br5,12.983796333333382,4.663736333333347
mp-13610,ZnPbF6,7.5529160000008035,2.908498999999997
mp-1541753,Rb2MgO2,15.083987666666665,3.140959666666667
